asin,title,imgUrl,productURL,stars,reviews,price,listPrice,category_id,isBestSeller,boughtInLastMonth
B0CDF1TTHJ,X-Bag Large Spinner with Frame - 30 Inch - Suitcases with Wheels - Checked Luggage - Silver,https://m.media-amazon.com/images/I/61gtPE89olL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CDF1TTHJ,0.0,0,280.0,0.0,104,False,0
B0C5TM1FTK,"Aluminum Checked Luggage Suitcase, Aluminum Hardside Luggage Suitcase with Spinner TSA Locks (Silver, Checked 25 Inch)",https://m.media-amazon.com/images/I/61dLTCmU42L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C5TM1FTK,4.9,0,399.0,0.0,104,False,0
B0BH69TY7L,Ascella 3.0 Softside Expandable Luggage with Spinners | Light Plum | 2PC SET (Carry-on/Medium),https://m.media-amazon.com/images/I/812hQB7QG-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BH69TY7L,4.5,0,359.99,0.0,104,False,0
B0BBR3GGW4,"3 Pieces Clear PVC Suitcase Protector Waterproof Cover for Luggage TSA Approved Luggage , 24 Inches, 28 Inches, 30 Inches (Black Border)",https://m.media-amazon.com/images/I/61WbaqbTsWL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BBR3GGW4,3.6,0,19.98,21.98,104,False,50
B0CBBR4MRG,"Carry On Luggage 21"" Hardside PC ABS Lightweight USB Suitcase with Wheels TSA Lock",https://m.media-amazon.com/images/I/61TFknHABIL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CBBR4MRG,4.5,0,39.99,0.0,104,False,0
B0BLSBB9LZ,"Washable Luggage Cover - Fashion Suitcase Protector Fits 27-30 Inch Luggage (Black, L)",https://m.media-amazon.com/images/I/417TKkZxnUL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BLSBB9LZ,4.3,0,15.99,0.0,104,False,50
B072KG3876,"Women's Luggage Marie 29"" Hardside Check in Spinner, Telescoping Handles, Black Floral Print, One Size",https://m.media-amazon.com/images/I/81KaQGbjuhL._AC_UL320_.jpg,https://www.amazon.com/dp/B072KG3876,4.3,0,159.0,340.0,104,False,0
B097CRQ3ZZ,"Suki Hardside Spinner Check in Luggage 29"", Light Grey/Neon",https://m.media-amazon.com/images/I/814vkeVVKoS._AC_UL320_.jpg,https://www.amazon.com/dp/B097CRQ3ZZ,5.0,0,179.99,0.0,104,False,0
B0CCS27K3Y,"Clear Suitcase Cover, 28 Inch Travel Thicken Luggage Cover Protector, Luggage Covers for Suitcase Fully Transparent Luggage Protector Dustproof (28"" H x 19.5"" L x 13.4"" W)",https://m.media-amazon.com/images/I/71k-WiGziXL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CCS27K3Y,0.0,0,16.99,0.0,104,False,0
B0BTZRW7HP,"Whim Softside Expandable Luggage, Navy Blue, Medium Spinner",https://m.media-amazon.com/images/I/81A60MA86xL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BTZRW7HP,4.2,0,123.2,159.99,104,False,0
B07WR1NFSY,"Reaction Rugged Roamer Luggage Collection Lightweight Softside Expandable 8-Wheel Spinner Travel Suitcase Bag, Black, 28-Inch Checked",https://m.media-amazon.com/images/I/918VzQxyWrL._AC_UL320_.jpg,https://www.amazon.com/dp/B07WR1NFSY,4.3,0,149.99,0.0,104,False,0
B0C744DG9W,"28 inch Luggage with Spinner Wheels, Hard Shell Suitcase with Expandable, Lightweight PC Luggage with TSA Lock(Black, Checked-Large 28-Inch)",https://m.media-amazon.com/images/I/61PUVF4pW5L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C744DG9W,4.6,0,139.99,169.99,104,False,0
B0CBT52L62,"Signature 20-Inch, 24-Inch, 28-Inch Hard Side Suitcase Luggage with Spinner Wheels, Black, 24-Inch",https://m.media-amazon.com/images/I/71AkuzmBqAL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CBT52L62,0.0,0,59.99,0.0,104,False,0
B0B5HC416L,"1 Pair Luggage Replacement Wheels, Replacement Luggage Suitcase Spinner Wheels, Swivel Suitcase Wheels Suitcase Wheel Repair Replacement Luggage Wheels for Luggage",https://m.media-amazon.com/images/I/710Xw6N1tDL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B5HC416L,3.2,0,23.69,0.0,104,False,0
B00GXC69XG,"Conventional II Softside Expandable Rugged Rolling Upright Suitcase, Lightweight Travel Luggage, Black, Checked-Large 30-Inch",https://m.media-amazon.com/images/I/51V50ao7uUL._AC_UL320_.jpg,https://www.amazon.com/dp/B00GXC69XG,4.1,0,124.62,0.0,104,False,0
B00VFQTOGY,"Lite-Shock Suitcase, 75 cm, 98.5 Liters, Sand",https://m.media-amazon.com/images/I/91G92lQOMSL._AC_UL320_.jpg,https://www.amazon.com/dp/B00VFQTOGY,4.6,0,429.8,0.0,104,False,0
B0CFL93Y9M,"OCEAN HOLIDAY Luggage with Double Spinner Wheels, Hardside, 24 Inch, Quiet, TSA Lock Suitcase, Soft Sand",https://m.media-amazon.com/images/I/61bvKvJaQUL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CFL93Y9M,0.0,0,0.0,0.0,104,False,0
B0BYRCKKXF,"2-Pcs Luggage Wheel Replacement,Suitcase Spinner Black Durable Mute Wheels Kit for DIY Repair,Spinner Wheels Plastic 360 Degree Rotation",https://m.media-amazon.com/images/I/618LFUmVO+L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BYRCKKXF,0.0,0,17.99,0.0,104,False,50
B09VYNB6Z4,"Encompass 27"" Hardside Checked 8 Wheel Expandable Spinner, Cream",https://m.media-amazon.com/images/I/71ChyQceGZL._AC_UL320_.jpg,https://www.amazon.com/dp/B09VYNB6Z4,4.5,0,119.99,149.99,104,False,0
B0B3CFDWTW,Split Convertible Roller,https://m.media-amazon.com/images/I/81e0kdaAiXL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B3CFDWTW,4.1,0,178.5,254.95,104,False,0
B0BQMFNNH8,Flower Lette M Black Luggage Cover Elastic Washable Stretch Suitcase Protector Anti-Scratch Travel Suitcase Cover for Kid and Adult L (25-28 inch suitcase),https://m.media-amazon.com/images/I/51fclvh6XsL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BQMFNNH8,4.0,0,21.1,22.99,104,False,50
B0BVC7TFJM,"8020 Hardside Expandable Luggage with Spinner Wheels, Ultimate Grey, Checked-Large 27-Inch",https://m.media-amazon.com/images/I/61qW7WUj1hL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BVC7TFJM,3.9,0,149.99,0.0,104,False,0
B06X9PL51T,Designer Luggage Collection - Lightweight 24 Inch Expandable Softside Suitcase - Mid-size Rolling 4-Spinner Wheels Checked Bag (Harlo Black),https://m.media-amazon.com/images/I/91XU6hAMBML._AC_UL320_.jpg,https://www.amazon.com/dp/B06X9PL51T,4.5,0,159.99,0.0,104,False,0
B0B8N8XGTS,"8 Pieces Clear Luggage Cover PVC Suitcase Cover Protector Waterproof Cover for Luggage Spinner Wheels Suitcase (20 Inches, 24 Inches, 28 Inches, 30 Inches)",https://m.media-amazon.com/images/I/81ZHN5lOY1L._AC_UL320_.jpg,https://www.amazon.com/dp/B0B8N8XGTS,4.1,0,38.99,43.99,104,False,0
B09ZVNPLNQ,"Checked Luggage 24 inch,Medium Suitcase with 8 Spinner Wheels,PC Lightweight Hardside Luggage,Travel Suitcase with Bread Design,TSA Lock,Grey,Checked-Medium 24-Inch,60L",https://m.media-amazon.com/images/I/81eu8jjJYzL._AC_UL320_.jpg,https://www.amazon.com/dp/B09ZVNPLNQ,4.5,0,159.99,0.0,104,False,0
B01MSWL6KG,Designer Luggage Collection - Expandable 24 Inch Softside Bag - Durable Mid-sized Ultra Lightweight Checked Suitcase with 4-Rolling Spinner Wheels (Diva),https://m.media-amazon.com/images/I/91AkCEohLmL._AC_UL320_.jpg,https://www.amazon.com/dp/B01MSWL6KG,4.5,0,149.99,0.0,104,False,0
B0C8NVXG8F,22 Inch Expandable checked Luggage Suitcases with Wheels Foldable Duffle Bag for Travel suitcase Weekend Bag for Women Men Garment Bag.（Black）,https://m.media-amazon.com/images/I/71Dk18QlF8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C8NVXG8F,4.5,0,149.99,0.0,104,False,0
B007WQJPCE,S'Cure - Spinner,https://m.media-amazon.com/images/I/81sA+TzBLHL._AC_UL320_.jpg,https://www.amazon.com/dp/B007WQJPCE,4.6,0,305.58,0.0,104,False,0
B0B13L3WTK,"Archer Polycarbonate Hardside Spinner Luggage Set, Tie Down Straps, Light Purple, 2-Piece",https://m.media-amazon.com/images/I/61Kah7I+DbL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B13L3WTK,4.3,0,229.99,299.99,104,False,0
B09MJ8Y7GT,"1 Pair Luggage Suitcase Wheels, Trunk Wheels, Luggage Wheel Spare Part Universal Wheel Replacement Luggage Suitcase Wheels for Luggage Suitcase Trolley, Mute Double Row Wheels",https://m.media-amazon.com/images/I/61tqz9VT70L._AC_UL320_.jpg,https://www.amazon.com/dp/B09MJ8Y7GT,3.4,0,19.31,0.0,104,False,50
B09JCR4776,"20 Inch Luggage Carry On with Front Zipper Pocket, 22 x 14.6 x 10in, 45L, Lightweight ABS+PC Hardshell Suitcase with TSA Lock, YKK Zipper & 4 Spinner Silent Wheels, Green",https://m.media-amazon.com/images/I/61jvVeBvOsL._AC_UL320_.jpg,https://www.amazon.com/dp/B09JCR4776,4.1,0,85.99,99.99,104,False,0
B0B9HVG12B,"Summer Spots 34"" Softside Checked 8 Wheel Lightweight, Red",https://m.media-amazon.com/images/I/718iWqmbPSL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B9HVG12B,3.4,0,141.24,0.0,104,False,0
B0BFH16NPX,"3PCS Clear PVC Suitcase Cover Protectors, Transparent Luggage Cover with Luggage Straps, Waterproof Dustproof Cover for Luggage 20""+24""+28"" (Black Border)",https://m.media-amazon.com/images/I/71w4P5YUuwL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BFH16NPX,3.4,0,13.99,24.99,104,False,50
B0CDNYP99Y,"8pcs Luggage Wheel Covers, Portable Suitcase Wheel Protector Covers Colorful Silicone Luggage Wheel Covers Luggage Spinner Wheel Covers for Most 8 Caster Luggage Accessories(black)",https://m.media-amazon.com/images/I/61VDysnb6tL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CDNYP99Y,5.0,0,11.99,0.0,104,False,50
B0B9HSVB65,"Summer Spots 30"" Softside Checked 8 Wheel Lightweight, Red",https://m.media-amazon.com/images/I/71-xfjLRfdL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B9HSVB65,5.0,0,119.13,0.0,104,False,0
B0BZPN5ZRZ,"3 Pcs Travel Luggage Cover Washable Suitcase Protector Rhombus Geometry Suitcase Cover Luggage Protector Fits 18-28 Inch Luggage, 3 Sizes (Geometric Style)",https://m.media-amazon.com/images/I/71cyUfKS7ML._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZPN5ZRZ,3.8,0,22.98,29.98,104,False,0
B0949W5HPY,"Mountain Products Quadro Hardcase 22, Total Black",https://m.media-amazon.com/images/I/71G8Qfs+dHL._AC_UL320_.jpg,https://www.amazon.com/dp/B0949W5HPY,5.0,0,177.76,0.0,104,False,0
B0946JC61T,"Flying Colours Hardside Trolley 4 Wheel Spinner, TSA Lock, Lightweight Suitcase, Men and Women (Blush Pink, 28-Inch Checked-Large)",https://m.media-amazon.com/images/I/812eEb5GoTS._AC_UL320_.jpg,https://www.amazon.com/dp/B0946JC61T,4.2,0,345.0,0.0,104,False,0
B0B7J5YG4C,Beckie,https://m.media-amazon.com/images/I/71ZHLJQaRBL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B7J5YG4C,4.1,0,145.0,0.0,104,False,0
B01H5PWEWY,28 Inch Checked Luggage Collection - Scratch Resistant (ABS + PC) Hardside Suitcase - Designer Lightweight Bag with 8-Rolling Spinner Wheels (Diamond),https://m.media-amazon.com/images/I/812kDfXf1OL._AC_UL320_.jpg,https://www.amazon.com/dp/B01H5PWEWY,4.4,0,169.99,0.0,104,False,0
B0CBSPQ6S4,"Mannikesi 3pcs Clear Luggage Covers Suitcase PVC Cover For Luggage, Waterproof Large Clear Transparent Cover for Luggage Protector Wheeled Suitcase, Dustproof Anti-Scratch, Sizes 20inch 24inch 28inch",https://m.media-amazon.com/images/I/71a0U4OOGpL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CBSPQ6S4,4.3,0,27.99,29.99,104,False,0
B0B9HWM5LM,"Summer Spots 26"" Softside Checked 8 Wheel Lightweight, Red",https://m.media-amazon.com/images/I/71rzROZK3FL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B9HWM5LM,5.0,0,68.08,0.0,104,False,0
B01I69GS1Q,Bellagio 2.0 Spinner Trunk - 30 Inch - Luxury Bags for Women and Men - TSA Approved Luggage - Olive,https://m.media-amazon.com/images/I/71qSpb41dtL._AC_UL320_.jpg,https://www.amazon.com/dp/B01I69GS1Q,4.0,0,785.0,0.0,104,False,0
B0BPMB576Y,3 Pcs Luggage Cover Suitcase Protector Travel Suitcase Cover Anti Scratch Luggage Protector Washable Fits 18-28 Inch Luggage (Black),https://m.media-amazon.com/images/I/61EreLPY1IL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BPMB576Y,3.2,0,23.98,0.0,104,False,0
B01LY8FEW2,Designer Luggage Collection - Expandable 28 Inch Softside Bag - Durable Large Ultra Lightweight Checked Suitcase with 8-Rolling Spinner Wheels (Royal Blue),https://m.media-amazon.com/images/I/817921II2zL._AC_UL320_.jpg,https://www.amazon.com/dp/B01LY8FEW2,4.3,0,159.99,0.0,104,False,0
B09WD82FLM,"Eco Tough 26"" Hardside Checked 8 Wheel Expandable Spinner, Honey Gold",https://m.media-amazon.com/images/I/61X52QPa1iL._AC_UL320_.jpg,https://www.amazon.com/dp/B09WD82FLM,5.0,0,82.79,159.99,104,False,0
B08X36QWGK,"Multihole Suitcase Wheel,A Pair A88 Black Luggage Multihole Wheel Universal Suitcase Replacement Outdoor Supplies",https://m.media-amazon.com/images/I/51zWy-BpCAL._AC_UL320_.jpg,https://www.amazon.com/dp/B08X36QWGK,3.9,0,18.99,0.0,104,False,0
B0BS8D3VJZ,"Suitcase Spinner Wheels Checked Luggage Hardshell Lightweight Rolling Suitcases PC with Cover & TSA Lock for Business Travel, 26inch, Rock Gray",https://m.media-amazon.com/images/I/51-7D+J2OSL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BS8D3VJZ,4.0,0,189.99,0.0,104,False,0
B07XJQNJSF,"Star Wars Darth Vader 30 Inch Rolling Luggage, Embossed Hardshell Carry On Suitcase with Wheels, Black",https://m.media-amazon.com/images/I/71OiF5-mVML._AC_UL320_.jpg,https://www.amazon.com/dp/B07XJQNJSF,4.3,0,179.99,199.99,104,False,0
B0B942TQF6,GIVIMO 3 Pieces Clear Luggage Cover 20/24/28 inch Set PVC Luggage Protector Suitcase Cover Waterproof Transparent Cover for Luggage Tsa Approved,https://m.media-amazon.com/images/I/712i8JGLa-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0B942TQF6,4.3,0,21.99,0.0,104,False,0
B0B5YD6Z5F,"Straight to Heart Hardside Luggage with Double Spinner Wheels, Quiet, TSA Lock Suitcase, 24-Inch, Gray Green",https://m.media-amazon.com/images/I/61FojwfvUmL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B5YD6Z5F,4.2,0,369.99,0.0,104,False,0
B0BNP8WCP8,Fitness 45L Duffel,https://m.media-amazon.com/images/I/71eU8CZjm-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BNP8WCP8,5.0,0,148.92,0.0,104,False,0
B09XR6BPTJ,"Aluminum Frame Hardside Luggage, Checked-large Suitcase with TSA Lock + Double-wheeled Spinners, Stand with hook, 29 inch, White Carbon, 5122-67-WHCB",https://m.media-amazon.com/images/I/61kkZUIDwQL._AC_UL320_.jpg,https://www.amazon.com/dp/B09XR6BPTJ,4.3,0,249.0,0.0,104,False,0
B07RH9BSN2,"Luggage 24"" Expandable Design Pattern Suitcase With Spinner Wheels For Woman (24in, Totally Paw Some)",https://m.media-amazon.com/images/I/91GiVqyixKL._AC_UL320_.jpg,https://www.amazon.com/dp/B07RH9BSN2,4.7,0,149.99,0.0,104,False,0
B08LDQQJ9P,X-Bag Large Spinner with Frame - 25 Inch - Suitcases with Wheels - Checked Luggage - Olive,https://m.media-amazon.com/images/I/41kGYwDhMYL._AC_UL320_.jpg,https://www.amazon.com/dp/B08LDQQJ9P,4.0,0,320.0,0.0,104,False,0
B09ZQBSS6B,"MININOVA Travel Luggage Cover Suitcase Protector Fits 27-30 Inch Luggage, Journey L, MVLC0103",https://m.media-amazon.com/images/I/61Y9jUMNaZL._AC_UL320_.jpg,https://www.amazon.com/dp/B09ZQBSS6B,4.2,0,14.99,0.0,104,False,50
B0BQ1JRZVQ,"Christine Hardside Expandable Luggage with Spinner Wheels, White with Teal Trim, Checked-Medium 24 Inch",https://m.media-amazon.com/images/I/61FZZB9y3TL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BQ1JRZVQ,0.0,0,149.99,0.0,104,False,0
B0BZRGL3QW,"Luggage Suitcase with Spinner Wheels, 24'' Checked Travel Luggage Aluminum Frame PC Hardside with TSA Lock & Cover-Blackish Green",https://m.media-amazon.com/images/I/51AwXr2Nv3L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZRGL3QW,4.4,0,199.99,0.0,104,False,0
B097MT68LL,"BALANCE Hardside Luggage with Double Spinner Wheels, Quiet, TSA Lock Suitcase, 24-Inch, Blue",https://m.media-amazon.com/images/I/51Y4KwjpdmS._AC_UL320_.jpg,https://www.amazon.com/dp/B097MT68LL,4.1,0,329.99,0.0,104,False,0
B0BX7FZQSQ,"Lineate DLX Softside Expandable Luggage with Spinner Wheels, Merlot",https://m.media-amazon.com/images/I/81t7Cz0oo-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BX7FZQSQ,3.2,0,241.4,339.99,104,False,0
B007WQJSZI,"Spinner 75, Red (Crimson Red), cm-102 L",https://m.media-amazon.com/images/I/81GJPTWcipL._AC_UL320_.jpg,https://www.amazon.com/dp/B007WQJSZI,4.6,0,292.24,0.0,104,False,0
B0CCKJ5T11,"Luggage Suitcase, 24 Inch Checked Luggage Hard Shell Suitcases with wheels Large Suitcase TSA Luggage Lightweight PC Hardside Spinner Luggage for Women Men(Grey)",https://m.media-amazon.com/images/I/61TL4ky9pNL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CCKJ5T11,4.8,0,159.99,0.0,104,False,0
B0B4QLBJT8,"Lykke 28"" Softside Checked 8 Wheel Spinner, Black",https://m.media-amazon.com/images/I/71LQDYqfOvL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B4QLBJT8,4.2,0,109.99,149.99,104,False,0
B0BXB56ZLG,Carry On Luggage with Spinner Wheels 20in Lightweight Suitcase Built in TSA Aluminum Frame PC Hardside Rolling Suitcases Travel Case (Titanium Gold),https://m.media-amazon.com/images/I/612k3GLgwYL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BXB56ZLG,4.5,0,129.99,0.0,104,False,0
B07436ZFY3,"Thickened Luggage Cover ，Washable Travel Gear Cover，18/24/28/32 Inch Suitcase Spandex Protective Cover (L(25""-28"" luggage), Starry Night)",https://m.media-amazon.com/images/I/716CeDC0WWL._AC_UL320_.jpg,https://www.amazon.com/dp/B07436ZFY3,4.4,0,19.88,0.0,104,False,0
B07LBDQTN8,Luggage Protector Covers Suitcase Cover Protector PVC Luggage Case Luggage Covers (28''(25.19''H x 19.68''L x 11.41''W)),https://m.media-amazon.com/images/I/51bv5VKfaRS._AC_UL320_.jpg,https://www.amazon.com/dp/B07LBDQTN8,4.4,0,17.99,18.99,104,False,0
B0BR76T7SB,"Designer Luggage - Checked Large 28 Inch Softside Suitcase - Expandable for Extra Packing Capacity - Lightweight Bag with Rolling Spinner Wheels (Noble Black/Grey, 28in)",https://m.media-amazon.com/images/I/61D-NXLAXuL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BR76T7SB,5.0,0,149.99,0.0,104,False,0
B09L4C1JSD,"Luggage 3 Piece Set Suitcase Lightweight Hardside Removable-Spinner Wheels with TSA Lock(20',24',28')_Black, 828",https://m.media-amazon.com/images/I/71a4NwDvJuL._AC_UL320_.jpg,https://www.amazon.com/dp/B09L4C1JSD,4.2,0,87.99,109.99,104,False,0
B0C4FL8547,Luggage Cover Clear PVC Suitcase Covers Luggage Cover Protectors for Wheeled Suitcase (20/24/28 inch),https://m.media-amazon.com/images/I/61EJPiHrwdL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C4FL8547,4.8,0,28.99,0.0,104,False,0
B0BZCY6H52,"3 Pcs Red Lips Travel Luggage Cover Anti Scratch Dirt Washable Suitcase Protector Elastic Luggage Sleeve with Zipper, Fits 18-28 Inches",https://m.media-amazon.com/images/I/71FudW7mhGL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZCY6H52,4.0,0,28.99,0.0,104,False,0
B0BTZRY6PP,"Legion 32"" Hardside Checked 8 Wheel Expandable Spinner, Oxford Tan",https://m.media-amazon.com/images/I/81jhOlaxN-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BTZRY6PP,3.6,0,159.97,0.0,104,False,0
B01I69GAVY,Bellagio 2.0 Spinner Trunk - 32 Inch - Luxury Bags for Women and Men - TSA Approved Luggage - Cream,https://m.media-amazon.com/images/I/612tFchE-RL._AC_UL320_.jpg,https://www.amazon.com/dp/B01I69GAVY,3.5,0,830.0,0.0,104,False,0
B089T7Y6BZ,"Capri 2.0 30""-Inch Spinner - Expandable Luxury Carry On Luggage With Spinner Wheels - Lightweight Carry On Suitcases with Wheels Made From Durable Polycarbonate - Silver",https://m.media-amazon.com/images/I/81BxRXAwNyL._AC_UL320_.jpg,https://www.amazon.com/dp/B089T7Y6BZ,3.6,0,530.0,0.0,104,False,0
B08TT82H2W,Video Game Weapon Controller Black White Travel Luggage Cover Baggage Suitcase Protector Fits 18-32 Inch with Zipper Dustproof Washable Elastic for Teen Boys Girls Men Women,https://m.media-amazon.com/images/I/617GMOmrH7L._AC_UL320_.jpg,https://www.amazon.com/dp/B08TT82H2W,3.2,0,27.99,0.0,104,False,0
B09XJKDZ41,"Momentous 30"" Hardside Checked 8 Wheel Expandable Spinner, German Red",https://m.media-amazon.com/images/I/61dsFBFMaQL._AC_UL320_.jpg,https://www.amazon.com/dp/B09XJKDZ41,4.7,0,149.57,189.99,104,False,0
B07QFWG2N5,"CORE Aluminum Hardside Luggage with Double Spinner Wheels, Quiet, TSA Lock Suitcase, 26-Inch, Silver",https://m.media-amazon.com/images/I/61QIQy1v8bL._AC_UL320_.jpg,https://www.amazon.com/dp/B07QFWG2N5,3.8,0,799.99,0.0,104,False,0
B0BCPG31ST,"Intrepid 27"" Softside Checked 8 Wheel Expandable Spinner with TSA Lock, Dark Red",https://m.media-amazon.com/images/I/712h0Hgf3DL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BCPG31ST,5.0,0,107.46,169.99,104,False,0
B07VCQYNXZ,"Dana Point Hardside Expandable Luggage, Lavender, 3-Piece Set",https://m.media-amazon.com/images/I/819QhSgSK9L._AC_UL320_.jpg,https://www.amazon.com/dp/B07VCQYNXZ,4.3,0,220.93,0.0,104,False,0
B0B4QYWKPG,"Precursor 32"" Softside Checked 8 Wheel Expandable Spinner, Dress Blues",https://m.media-amazon.com/images/I/71S9iVwigKL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B4QYWKPG,4.4,0,169.99,0.0,104,False,0
B07Z9648YH,Colorful Sunflower Travel Luggage Cover Spandex Elastic Suitcase Protector for 26-29 Inch Luggage,https://m.media-amazon.com/images/I/610gGoFIbcL._AC_UL320_.jpg,https://www.amazon.com/dp/B07Z9648YH,4.3,0,19.96,0.0,104,False,0
B0B6LGJX8S,"Comete 3.0 Hardside Expandable Luggage with Spinner Wheels, Lavender, Checked-Medium, 24 Inch",https://m.media-amazon.com/images/I/81Dc1E+rW6L._AC_UL320_.jpg,https://www.amazon.com/dp/B0B6LGJX8S,4.1,0,149.99,169.99,104,False,0
B0C3H2W2QX,Carry On Luggage 22x14x9 Airline Approved Spinner Wheels TSA Luggage with Wide Handle Hard Shell Suitcases Lightweight Travel Luggage Women Men(Bamboo Green),https://m.media-amazon.com/images/I/61vq1R+XpPL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3H2W2QX,4.0,0,169.99,0.0,104,False,0
B0BZRTTWKZ,"3 Pcs Luggage Cover Washable Suitcase Protector Luggage Protector Suitcase Cover Anti Scratch Luggage Case Cover Fits 18-28 Inch Luggage, 3 Sizes (Colorful Dot Style)",https://m.media-amazon.com/images/I/61CJm13sjsL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZRTTWKZ,4.0,0,24.98,26.98,104,False,0
B0BZHQNCS1,"Cambridge Lightweight Luggage Softside Expandable Spinner Wheel Suitcase,Navy,Checked-Medium 29-Inch",https://m.media-amazon.com/images/I/61xSaU2HZdL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZHQNCS1,4.3,0,164.99,0.0,104,False,0
B0C92F2RG5,"Spontaneous 27"" Hardside Checked 8 Wheel Expandable Spinner, Baby Glow",https://m.media-amazon.com/images/I/71LXTz5jYZL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C92F2RG5,0.0,0,159.99,0.0,104,False,0
B0BKKPN81N,"All Aluminum Carry On Luggage With Tsa Locks Fashion Cool Metal Hard Shell Spinner Suitcase, Metal Suitcase(Silver, 21"")",https://m.media-amazon.com/images/I/61HTy0Rm8OL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BKKPN81N,5.0,0,239.0,0.0,104,False,0
B0B142ZJ65,"Helixian 31"" Hardside Checked 8 Wheel Expandable Spinner, Charcoal Gray",https://m.media-amazon.com/images/I/61h3dUdDExL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B142ZJ65,4.0,0,146.82,169.99,104,False,0
B083LVBBWH,"Carry On Luggage Hard Shell Travel Trolley 4 Spinner Wheels Lightweight Polypropylene Suitcase with TSA Lock (Carry-On 21-Inch, Orange)",https://m.media-amazon.com/images/I/51Gy5d3EdoL._AC_UL320_.jpg,https://www.amazon.com/dp/B083LVBBWH,4.5,0,89.99,99.99,104,False,0
B09NYJ27BR,"Luggage Wheel,Mute Double Row Wheel Suitcase Luggage Replacement Universal Outdoor Accessories",https://m.media-amazon.com/images/I/619q04rN1JL._AC_UL320_.jpg,https://www.amazon.com/dp/B09NYJ27BR,5.0,0,12.99,0.0,104,False,0
B0BB8CJS3D,"Gannett 28"" Hardside Checked 8 Wheel Expandable Spinner Luggage, Dark Olive",https://m.media-amazon.com/images/I/71CVgNTSt0L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BB8CJS3D,3.2,0,136.62,149.99,104,False,0
B0C4TC5HGJ,"BESPORTBLE Luggage Swivel Wheels, Suitcase Replacement Wheels Swivel Wheel 4Pcs",https://m.media-amazon.com/images/I/71E4eOhK9jL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C4TC5HGJ,1.0,0,22.99,0.0,104,False,0
B0B14GHCLH,"Filament 28"" Softside Checked 8 Wheel Expandable Spinner, Moroccan Blue/Dress Blues",https://m.media-amazon.com/images/I/61uazlzZpFL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B14GHCLH,3.2,0,119.99,0.0,104,False,0
B081TNY17M,Merge Short Trip Expandable Packing Case Medium Suitcase - Rolling Luggage for Men and Women,https://m.media-amazon.com/images/I/81UsxCRqUsL._AC_UL320_.jpg,https://www.amazon.com/dp/B081TNY17M,3.9,0,0.0,0.0,104,False,0
